Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Senior Accountant - General Accountant,Full Time,On-site,Powergreen,"6th of October, Giza",Posted 26 days ago,199,1 open position,5 To 12 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Accountant', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Audit', 'Banking']"
Accountant,Full Time,On-site,The Pharaonic Village,"Giza, Giza",Posted 2 months ago,108,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Financial Analysis', 'Financial Management', 'Finance', 'Commerce', 'Microsoft Office']"
Shipping Agency Boarding Officer,Full Time,On-site,,"Damietta, Damietta",Posted 2 months ago,34,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Logistics/Supply Chain,"['Shipping Agency Boarding Officer', 'Logistics/Supply Chain']"
Electrical Site Engineer,Full Time,On-site,North point,"Haram, Giza",Posted 1 month ago,52,2 open positions,2 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['Electrical Engineering', 'Electrical', 'Engineering', 'Electrical manufacturing', 'Design', 'Site Engineering', 'Engineering Field', 'Manufacturing', 'Electrical Systems', 'Electrical Construction', 'Mechanical, Electrical, and Plumbing (MEP)', 'Electrical Control']"
Health & Safety Engineer - HSE,Full Time,On-site,Fine Hygienic Holding,"6th of October, Giza",Posted 12 days ago,93,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Safety', 'OSHA', 'FMCG', 'Engineering', 'Health & Safety', 'HSE', 'Quality', 'Construction', 'Operation', 'TO', 'Construction Engineering']"
Science/ Biology/ Chemistry teachers,Full Time,On-site,Royal House Language School,"Giza, Egypt",Posted 27 days ago,44,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Education/Teaching,"['Biology', 'Chemistry', 'Education', 'Physics', 'Science', 'Teaching']"
Accountant,Full Time,On-site,,"New Damietta, Damietta",Posted 2 months ago,15,2 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Financial Accounting', 'Accounts Payable', 'Treasury Accounting', 'Accounting', 'Accounting Software', 'analytical', 'excel', 'Finance', 'Financial Analysis', 'Financial Management', 'General Ledger', 'Ledger', 'oddo', 'Software']"
Sales Representative,Full Time,On-site,Matrix Sports Club,"Tanta, Gharbia",Posted 24 days ago,13,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Sales', 'sales skills', 'Sales Target', 'Selling', 'Communication skills', 'Experience', 'Customer Service', 'Skills', 'Communication']"
corporate Sales supervisor (B2B) -Cairo,Full Time,On-site,Egyptian Abrasives Co.,"Nasr City, Cairo",Posted 16 days ago,83,1 open position,5 To 7 Years,Manager,Bachelor'S Degree,Confidential,Business Development,"['Corporate Sales', 'Industrial', 'negotiation skills', 'sales skills', 'Sales Target', 'Negotiation', 'Communication', 'Business Development', 'B2B', 'B2B Sales']"
Backend Developer,Full Time,Remote,Threat Monitor,"Riyadh, Saudi Arabia",Posted 2 months ago,452,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development,"['Development', 'Design', 'React', 'Web Applications', 'Web Development', 'Js', 'RESTful APIs', 'API Development', 'API Testing']"
Admission Executive,Full Time,On-site,Innovvette for Education,"Maadi, Cairo",Posted 27 days ago,33,1 open position,1 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Monthly Bonus Based On The Achievement Of Target",Administration,"['Preschool', 'Education', 'Nursery', 'Admin Assistant', 'Administration', 'Office management', 'Admin', 'admission']"
Sales Administrator,Full Time,On-site,askpropertieseg,"Nasr City, Cairo",Posted 1 month ago,15,1 open position,7 To 9 Years,Experienced (Non-Manager),Bachelor'S Degree,8000 To 10000 EGP Per Month,Sales/Retail,"['Sales', 'Indoor Sales', 'Business Administration', 'excel', 'CRM', 'sales administrator', 'MS Office', 'sales skills', 'Sales Support', 'Sales Target', 'Software']"
Senior Architect Engineer,Full Time,On-site,EGYGAB Developments,"New Cairo, Cairo",Posted 16 days ago,45,1 open position,4 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Architect', 'AutoCAD', 'Architecture', 'Consulting', 'Engineering', 'Revit']"
Graphic Designer,Full Time,On-site,,"Smouha, Alexandria",Posted 2 months ago,53,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical Insurance, Social Insurance, Bonus",Creative/Design/Art,"['Adobe Creative Suite', 'Adobe Photoshop', 'Adobe illustrator', 'Graphic Design', 'Graphic', 'graphics', 'Motion Graphics', 'Video Editing', 'photoshop', 'illustrator', 'Design', 'Creative']"
Store Keeper Officer,Full Time,On-site,Rowad Modern Engineering,"6th of October, Giza",Posted 1 month ago,65,3 open positions,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Inventory Management', 'Logistics', 'Operations', 'Business Administration', 'inventory', 'Store Keeping', 'Supply Chain', 'Warehousing', 'store keeper', 'store']"
Technical Support Engineer - Air Conditioning & Refrigerator,Full Time,On-site,LG Electronics,"Katameya, Cairo",Posted 1 month ago,92,1 open position,4 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Company Transportation , Social , Life & Medical Insurance , Bonus",Installation/Maintenance/Repair,"['Electronics', 'Technical Support', 'Computer Skills', 'Microsoft Office', 'English', 'Engineering', 'Communication', 'SVC', 'Computer Science', 'Information Technology (IT)']"
Wordpress Developer,Full Time,On-site,,"Maadi, Cairo",Posted 23 days ago,30,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['WordPress', 'WordPress CMS', 'WordPress Development', 'MySQL', 'Computer Science', 'back-end', 'PHP', 'JavaScript', 'jQuery', 'CSS3', 'HTML5', 'front-end']"
Optical Fiber Engineer,Full Time,On-site,ISST-FIBER OCEAN,"Maadi, Cairo",Posted 19 days ago,47,2 open positions,5 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Engineering', 'Design', 'Communication', 'Installation', 'Telecommunication', 'Network Design', 'System Integration', 'Fiber Optics', 'passive infrastructure', 'Telecommunication Engineering', 'FTTH', 'GPON', 'OSPF', 'OSP', 'ISP']"
Production Manager,Full Time,On-site,AUG Pharma,"6th of October, Giza",Posted 2 months ago,103,1 open position,10 To 15 Years,Manager,Not Specified,Confidential,Operations/Management,"['Management', 'Manufacturing', 'Pharmaceutical', 'Production']"
Recruitment Specialist,Full Time,On-site,iproperties,"New Cairo, Cairo",Posted 4 days ago,29,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, + Quarter Bonus",Administration,"['Communication', 'excel', 'Human Resources (HR)', 'Real Estate', 'Recruitment', 'Personnel', 'Manufacturing', 'Construction', 'Microsoft Office']"
Sales Specialistl (desntist),Full Time,Hybrid,Vceram,"Giza, Egypt",Posted 6 days ago,6,4 open positions,2 To 5 Years,Experienced (Non-Manager),Not Specified,"Confidential, Commission",Medical/Healthcare,"['Sales', 'Negotiation', 'Communication']"
Product Owner,Full Time,On-site,Data Science,"Zamalek, Cairo",Posted 2 months ago,55,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Banking,"['Product', 'Product Owner', 'Software', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'Agile']"
Learning & Development Specialist,Full Time,On-site,National Company For Maize Products,"10th of Ramadan City, Sharqia",Posted 13 days ago,15,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Human Resources,"['Human Resources (HR)', 'Training', 'Microsoft Office', 'Communication']"
Senior Software Sales Engineer,Full Time,On-site,Rasid Group,"Nasr City, Cairo",Posted 1 month ago,8,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Computer Science', 'computer', 'Information Technology (IT)', 'Leads', 'Sales', 'Software', 'Selling', 'Engineering', 'customer needs', 'Science', 'Software Development', 'Software Engineering']"
Payroll Specialist,Full Time,On-site,Ferrometalco steel construction,"Belbes, Sharqia",Posted 1 month ago,32,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Human Resources,"['Human Resources (HR)', 'Microsoft Excel', 'Labor', 'Human Resources', 'HR', 'excel', 'Communication', 'Payroll']"
Property Advisor (0 Experience),Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 18 days ago,6,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['Communication', 'Communication skills', 'Real Estate', 'Sales']"
Senior Architecture Technical office engineer ( Site),Full Time,On-site,ATRIC Developments,"New Capital, Cairo",Posted 2 months ago,68,1 open position,8 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Other,"['Construction', 'Architecture Engineering', 'Real Estate']"
Bilingual Spanish/English Customer Service Agent - Alexandria,Full Time,On-site,Sutherland,"Smouha, Alexandria",Posted 1 month ago,10,10 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Customer Service/Support,"['Customer Service', 'Customer Care', 'Customer Support', 'Communication Skills', 'Computer Skills', 'Call Center', 'Spanish', 'English']"
Senior planning Engineer,Full Time,On-site,Ideal Standard International Egypt,"10th of Ramadan City, Cairo",Posted 2 months ago,78,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Confidential",Engineering - Mechanical/Electrical,"['Mechanical', 'Planning', 'SAP', 'Management', 'Engineering', 'Communication', 'Information Technology (IT)']"
Video Editor,Full Time,Remote,Teriaq,"Sidi Gaber, Alexandria",Posted 21 days ago,112,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Graphic Design', 'Video Editing', 'Video Design', 'Social Media', 'Aftereffect', 'Adobe Premiere Pro', 'Motion Graphics', 'Adobe After Effects', 'Adobe Photoshop', 'After Effects', 'Editing']"
Senior Java Developer,Full Time,On-site,Egabi FSI,"Sheraton, Cairo",Posted 23 days ago,15,2 open positions,More Than 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Engineering', 'Git', 'Information Technology (IT)', 'Java', 'OOP', 'Software', 'Computer Science', 'Software Engineering', 'Software Development', 'Web Development', 'SQL', 'Spring Boot', 'spring Framework']"
Financal Advisor,Full Time,Remote,United Elite Company,"Al Ain, United Arab Emirates",Posted 1 month ago,31,10 open positions,1 To 6 Years,Experienced (Non-Manager),Not Specified,"Confidential, Salaries Will Be In EGP",Banking,"['Customer Care', 'Finance', 'English', 'Sales', 'sales skills', 'Telesales', 'Financial', 'Banking', 'Insurance']"
Technical Support,Full Time,On-site,ContrackFM,"Giza, Giza",Posted 26 days ago,120,2 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,12000 To 15000 EGP Per Month,IT/Software Development,"['Management', 'Business Administration', 'business', 'Communication', 'computer', 'Customer Service', 'Help desk', 'Software', 'technical', 'Linux', 'IT', 'Information Technology (IT)', 'Computer Science', 'Cisco', 'Technical Support']"
Senior Internal Auditor,Full Time,On-site,Al-Amal Al-sharif For Plastic,"10th of Ramadan City, Cairo",Posted 18 days ago,59,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Profit Share. - Transportation Provided",Accounting/Finance,"['Accounting', 'Accounting Software', 'Auditing', 'auditor', 'Business Administration', 'CIA', 'Computer Skills', 'Finance', 'Financial Analysis', 'Internal auditor', 'MS Office']"
"Production Manager, Tissue Mill & Convert Paper",Full Time,On-site,,"10th of Ramadan City, Sharqia",Posted 2 months ago,101,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Male,Operations/Management,"['Chemical Engineering', 'Production Engineering', 'Manufacturing', 'Converting', 'Engineering', 'Paper', 'Production', 'tissue']"
Sales Office Coordinator,Full Time,On-site,,"Maadi, Cairo",Posted 2 months ago,20,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['Communication', 'Customer Service', 'Sales', 'Office management', 'Administration', 'Business Administration', 'Microsoft Office', 'sales skills', 'MS Office']"
Foreign English Teacher - Dokki Branch,Full Time,On-site,Esparanza,"Dokki, Giza",Posted 6 days ago,21,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Education/Teaching,"['Teaching', 'Education', 'Nurseries', 'English', 'Communication Skills', 'Foreign', 'teacher']"
Graphic Designer,Full Time,On-site,Ghannam Projects,"New Damietta, Damietta",Posted 3 days ago,18,2 open positions,1 To 7 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,8000 To 10000 EGP Per Month,Engineering - Construction/Civil/Architecture,"['Adobe illustrator', 'Arts', 'Design', 'Adobe Photoshop', 'illustrator', 'Graphic Design', 'photoshop', 'indesign', 'Graphic', 'Fine Arts']"
Admin office manager,Full Time,On-site,Rameda,"New Cairo, Cairo",Posted 2 months ago,169,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'Microsoft Office', 'Communication skills', 'excel', 'MS Office', 'administrative', 'Admin', 'Communication', 'Office management']"
Logistics & Foreign Purchasing Senior Specialist,Full Time,On-site,IMOCO,"Nasr City, Cairo",Posted 17 days ago,102,1 open position,More Than 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Foreign Purchasing', 'Export', 'Import', 'Manufacturing', 'Supply Chain', 'Logistics', 'Procurement', 'Purchasing', 'ERP']"
Sales Representative,Full Time,Hybrid,Elsallab steel,"Cairo, Egypt",Posted 5 days ago,25,6 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication', 'Communication skills', 'Customer Service', 'Management', 'sales skills', 'Sales', 'Sales Target', 'Home appliances', 'customer relationship', 'Customer', 'CRM', 'Skills']"
Head of Community Manager,Full Time,Remote,Akhtaboot Group,"New Cairo, Cairo",Posted 21 days ago,59,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Community manager', 'moderation', 'Social Media', 'Communication skills']"
Fresh Real Estate Agent,Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 2 months ago,12,1 open position,0 To 6 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions",Sales/Retail,"['broker', 'Communication', 'Negotiation', 'Real Estate', 'Real Estate Agent', 'Sales', 'sales skills', 'Sales Target', 'Experience']"
Digital Marketing Specialist - Real Estate (MUST),Full Time,On-site,Safoury Development,"Giza, Egypt",Posted 15 days ago,17,1 open position,3 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Advertising', 'Digital Marketing', 'digital marketing', 'Google Analytics', 'Social Media', 'Real Estate', 'SEO', 'E-Marketing', 'campaigns']"
Recruitment Specialist,Full Time,On-site,English Zone,"Dokki, Giza",Posted 1 month ago,30,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,7000 To 8000 EGP Per Month,Human Resources,"['Talent acquisition', 'Recruitment', 'Human Resources (HR)', 'Personnel', 'Microsoft Office']"
Credit Analysis Assistant Manager,Full Time,On-site,A.T Lease Egypt,"Sheikh Zayed, Giza",Posted 2 months ago,36,2 open positions,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'Financial Analysis', 'Analysis', 'Credit Analysis', 'Banks']"
Marketing Engineer,Full Time,Hybrid,Smart Group,"Nozha, Cairo",Posted 25 days ago,16,2 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Electrical Engineering', 'Presentation Skills', 'Marketing', 'sales skills']"
Administrative Assistant,Full Time,On-site,SIAMP Egypt,"Obour City, Cairo",Posted 13 days ago,56,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['administrative assistant', 'Assistant']"
Warehouse Keeper,Full Time,On-site,Egyptian German for Concrete Technology | Ha-Be Egypt SAE,"Badr City, Cairo",Posted 12 days ago,34,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Warehouse Management', 'Warehouse', 'Warehousing', 'Supply Chain', 'Storage', 'Management', 'Logistics']"
Finishing Engineer,Full Time,On-site,Golden Ratio,"Cairo, Egypt",Posted 25 days ago,30,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['architectural', 'Architectural Engineering', 'Architecture', 'Engineering', 'English', 'Finishes', 'Finishing', 'Interior']"
Call Center Specialist - Fluent in English - Alex,Full Time,Hybrid,,Benefits,Posted 6 days ago,,,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),High School (Or Equivalent),Confidential,Customer Service/Support,"['Customer Care', 'Customer Support', 'Sales', 'Call Center', 'Contact Center', 'work from home', 'Fluent in English', 'English', 'WFH', 'vodafone', 'remote', 'Communication', 'c1', '_VOIS', 'Customer Service', 'Communication skills']"
Lead Generation Specialist,Full Time,On-site,Safa Soft,"Maadi, Cairo",Posted 24 days ago,18,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['Business Development', 'Communication', 'sales skills', 'Communication skills', 'Research', 'Sales', 'Organizational skills', 'Lead Generation']"
Sales Coordinator,Full Time,On-site,,"Maadi, Cairo",Posted 1 month ago,20,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Customer Service', 'Sales', 'Sales coordinator', 'sales skills']"
Front End Developer,Freelance / Project,Remote,Hamber hub,"New Cairo, Cairo",Posted 12 days ago,293,1 open position,3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['JavaScript', 'CSS', 'front-end', 'SEO', 'Web Development', 'Design', 'Computer Science', 'Development', 'Information Technology (IT)', 'Software', 'Software Development']"
Technical Support Specialist,Full Time,On-site,Mantrac,"Giza, Egypt",Posted 12 days ago,198,1 open position,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['computer', 'Computer Science', 'Customer Care', 'Customer Service', 'Customer Support', 'Help desk', 'Technical Support', 'Software']"
Sales Executive,Full Time,On-site,Outservingplus,"Giza, Egypt",Posted 27 days ago,5,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Customer Service', 'Executive', 'Sales', 'Sales Executive', 'sales skills']"
B 2 B Sales Manager,Full Time,On-site,B.TECH,"Nasr City, Cairo",Posted 2 months ago,158,1 open position,5 To 10 Years,Manager,Not Specified,Confidential,Business Development,"['B2B', 'B2B Sales', 'business', 'Business Administration', 'Communication', 'Communication skills', 'Marketing', 'Negotiation', 'Real Estate', 'Sales', 'sales skills', 'Sales Target']"
Operational Officer,Full Time,On-site,Axon BI,"Cairo, Egypt",Posted 12 days ago,19,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'Accounting', 'Management', 'Office management', 'Operations']"
Sales Team lead (Business Development),Full Time,Remote,Tawaref,"Cairo, Egypt",Posted 2 months ago,95,1 open position,5 To 7 Years,Manager,Not Specified,5000 To 7000 SAR Per Month,Sales/Retail,"['B2B', 'Sales', 'Sales Target', 'sales skills']"
Telecom (Electrical & Mechanical) Senior Engineer,Full Time,On-site,ISST-FIBER OCEAN,"Maadi, Cairo",Posted 2 months ago,70,2 open positions,6 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Design', 'Engineering', 'Telecom', 'AutoCAD Design', 'Electrical Systems', 'CAD Software', 'Telecommunications', 'Telecommunication', 'Telecom Engineering', 'Telecommunication Engineering', 'telecom infrastructure', 'telecom power systems', 'system layouts', 'produce technical drawings', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Marketing Specialist,Full Time,On-site,New harvest,"Maadi, Cairo",Posted 11 days ago,18,1 open position,1 To 10 Years,Manager,Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['marketing specialist', 'Marketing', 'E-Marketing', 'Communication', 'Computer Skills', 'Digital Marketing', 'digital marketing', 'Google Adwords', 'HTML', 'Market Research', 'media', 'SEO', 'Social Media', 'Writing']"
Sales Engineer - Electromechanical,Full Time,On-site,Power Solutions,"6th of October, Giza",Posted 26 days ago,6,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission & Allowances",Sales/Retail,"['Sales', 'Sales Skills', 'Outdoor Sales', 'Sales Target', 'Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Eelectro-Mechanical', 'Contracting', 'Communication', 'Management', 'Mechanical', 'Negotiation']"
accountant - auditor,Full Time,On-site,IG,"Heliopolis, Cairo",Posted 2 months ago,148,2 open positions,2 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'Accounting', 'auditor', 'Accounting principles', 'analytical', 'Finance', 'Financial Management', 'GAAP', 'Generally Accepted Accounting Principles', 'Financial Analysis', 'MS Excel']"
Secrtary,Full Time,On-site,المؤسسة المتحدة للتوريدات و الصناعات الهندسية,"Nasr City, Cairo",Posted 10 days ago,27,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Find Out Salary Details During The Interview.",Administration,"['Secrtary', 'English', 'Office management', 'Admin', 'adminstration']"
Sales,Full Time,On-site,,"Mansoura, Dakahlia",Posted 1 month ago,14,4 open positions,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Commission",Customer Service/Support,"['Sales Target', 'Cash', 'Customer', 'Customer Service', 'Sales']"
React Native Developer,Full Time,Hybrid,Softxpert Incorporation,"Alexandria, Egypt",Posted 2 months ago,96,2 open positions,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['react native', 'Android', 'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Software Development', 'UI', 'UX', 'Software', 'Engineering', 'React']"
Commercial Director - Real State,Full Time,On-site,ARCOM Developments,"Giza, Egypt",Posted 24 days ago,56,1 open position,More Than 20 Years,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Business Development,"['Administration', 'business', 'Budgeting', 'Business Administration', 'Commercial', 'Commercial Director', 'Finance', 'Financial', 'Market Research', 'Marketing', 'Sales', 'sales skills']"
Social Media Specialist,Full Time,On-site,Dewan for Real Estate,"Smouha, Alexandria",Posted 6 days ago,24,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Marketing/PR/Advertising,"['campaigns', 'Communication skills', 'E-Marketing', 'Social Media', 'Marketing', 'Communication', 'Content', 'media', 'social', 'Arabic', 'English', 'journalism']"
BIM Electrical Engineer,Full Time,On-site,Vasimos Design and Engineering Centre,"New Cairo, Cairo",Posted 2 months ago,37,1 open position,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Attractive Salary Paid In USD",Engineering - Mechanical/Electrical,"['BIM', 'Electrical', 'MEP', 'Electrical Engineering', 'Revit', 'AutoCAD', 'Design', 'Engineering', 'Management', 'Project Management']"
media buying expert - E-Commerce Performance Marketing,Full Time,Hybrid,,"New Cairo, Cairo",Posted 2 months ago,10,1 open position,3 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Ads', 'campaigns', 'Digital Marketing', 'digital marketing', 'E-Commerce', 'facebook', 'Google Ads', 'Google Analytics', 'Marketing', 'Media Buying', 'media', 'Planning', 'Social Media']"
Hiring now collections Representative,Full Time,On-site,Hadaf Al Khaleej Collection services,"Mohandessin, Giza",Posted 5 days ago,8,10 open positions,0 To 2 Years,Experienced (Non-Manager),Not Specified,"Confidential, Confidential, We Offer Attractive Package Fixed Salary + Incentives By AED",Customer Service/Support,"['callcenter', 'Collection', 'collector officer', 'customerservice', 'English', 'Telecommunication']"
Desktop Publishing Specialist (DTP and OCR),Full Time,Hybrid,"Do Localize, Ltd.","6th of October, Giza",Posted 4 days ago,5,2 open positions,More Than 2 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Adobe illustrator', 'Adobe Photoshop', 'Adobe Indesign', 'DTP', 'Arabic', 'illustrator', 'English', 'indesign', 'Microsoft Office', 'photoshop', 'Desktop Publishing', 'powerpoint', 'Localization', 'OCR', 'ABBYY', 'QC', 'framemaker']"
Product Designer (industrial),Full Time,On-site,Osolutions,"Nasr City, Cairo",Posted 1 month ago,21,1 open position,2 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Design', 'Prototyping', 'Freehand Sketching', 'Digital Imaging', 'WoodWorks', 'Laser cutting', 'CNC', '3D Design']"
Call center Advisor |English| B1+/ B2|e&UAE,Full Time,On-site,Etisalat Egypt,"Maadi, Cairo",Posted 3 days ago,Be the First to Apply,,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,13000 To 23000 EGP Per Month,Administration,"['Customer Service', 'sales', 'chat', '888', 'B2B', 'call center Agent', 'Agent', 'backoffice', 'fluency', 'Profinet', 'sales skills', 'Communication', 'Microsoft Office', 'English Teaching', 'English Instructing', 'Teaching English as a Foreign Language', 'Foregin Language', 'Advisor', 'Inquiries', 'complains', 'UK', '', '', '', '', '', '', '', '', '', '', '', '']"
Project Engineer,Full Time,On-site,Green Mass,"Cairo, Egypt",Posted 27 days ago,43,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Engineering', 'Project']"
Maintenance Planning Section Head,Shift Based,On-site,,"Port Said, Egypt",Posted 5 days ago,10,1 open position,10 To 12 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Maintenance', 'Engineering', 'mechanical power', 'Mechanical Engineering']"
Medical Representative,Full Time,Remote,Soficopharm,"Cairo, Egypt",Posted 10 days ago,31,10 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Medical/Healthcare,"['Communication', 'Communication skills', 'Medical Sales', 'Pharmacy', 'Representative', 'sales skills', 'Negotiation', 'Science', 'Skills', 'Sales', 'Medical', 'Vet']"
Real Estate Sales Manager,Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 6 days ago,5,100 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,6000 To 10000 EGP Per Month,Business Development,"['Real Estate', 'Sales', 'sales skills', 'Advisor', 'Sales Target', 'Outdoor Sales', 'Customer Support', 'Brokerage', 'Property Sales', 'Real Estate Sales']"
Sales Representative Consultant,Part Time,Remote,Start Up,"Newport Beach, United States",Posted 16 days ago,59,20 open positions,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,6 To 6 USD Per Hour,Sales/Retail,"['Outbound', 'Sales', 'citizenship', 'Communication', 'Communication skills', 'Customer Service', 'Experience', 'sales skills', 'Sales Target']"
