Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Sales Account Manager,Full Time,On-site,Injaz Tech for advanced systems,"Nozha, Cairo",Posted 2 months ago,7,3 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Sales Commissions",IT/Software Development,"['IT', 'IT solutions', 'Light Current Systems', 'Sales', 'sales skills', 'Sales Target']"
AP Accountant,Full Time,On-site,,"6th of October, Giza",Posted 2 months ago,97,1 open position,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Accounting principles', 'Finance', 'Financial Analysis', 'vendor', 'AP', 'GL', 'ERP System', 'ERP', 'excel', 'Microsoft Office', 'SAP', 'Communication', 'English']"
Procurement Engineer,Full Time,On-site,MCV,"Obour City, Cairo",Posted 1 month ago,104,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Purchasing/Procurement,"['Automotive', 'Mechanical', 'Engineering', 'Procurement', 'Supply Chain', 'Purchasing']"
Project Coordinator,Full Time,On-site,MY WAY,"Obour City, Cairo",Posted 24 days ago,33,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Yearly Bonus. Private Medical Insurance. Transportation",Project/Program Management,"['Microsoft Excel', 'Project Management', 'Coordination', 'Presentation Skills']"
Recruitment & OD Section Head,Full Time,On-site,Kandil Steel,"Obour City, Cairo",Posted 28 days ago,95,1 open position,5 To 7 Years,Manager,Not Specified,Confidential,Human Resources,"['Communication', 'HR', 'OD', 'Recruitment', 'Training']"
Administrative Assistant,Full Time,On-site,LYNX Strategic Business Advisors,"Garden City, Cairo",Posted 18 days ago,64,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Secretary', 'Communication Skills', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel', 'Administration', 'Administrative Assistant', 'Communication', 'Office management', 'English', 'office', 'Time Management', 'Customer Service']"
Creative Creator,Full Time,On-site,one2twelve,"Omraneya, Giza",Posted 19 days ago,17,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,12000 To 20000 EGP Per Month,Marketing/PR/Advertising,"['Social Media', 'media', 'Marketing', 'Creative', 'Content', 'adobe', 'Adobe Premiere', 'Content Creation', 'creation', 'Photography', 'Video Editing', 'Writing', 'Editing']"
Junior Sales Engineer,Full Time,On-site,"PETROLEUM PROJECTS,PPS","Cairo, Egypt",Posted 3 days ago,72,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['sales skills', 'engineer', 'gas', 'Oil', 'Mechanical', 'Sales engineer', 'Communication', 'Presentation', 'Sales Target', 'Selling', 'Sales', 'Engineering']"
Assistant Director of Sales,Full Time,On-site,Shams Hotels & Resorts,"Cairo, Egypt",Posted 27 days ago,10,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['sales skills', 'Sales', 'CRM']"
Sales Operations Specialist/Senior,Full Time,On-site,United Distributors,"Zamalek, Cairo",Posted 10 days ago,52,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Operations/Management,"['Sales', 'FMCG', 'Management', 'Microsoft Office', 'sales skills', 'Communication', 'Office management', 'Administration']"
"Customer Service Rep - Vodafone UK & Ireland, Alex & Cairo",Full Time,Remote,VOIS Egypt,"Alexandria, Egypt",Posted 2 months ago,47,15 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Unlimited KPI'S Bonus",Customer Service/Support,"['Customer Service', 'Customer Support', 'English', 'Customer Care', 'Remote Support']"
Customer Service Manager,Full Time,Remote,Furqan Group for Education & IT,"Nasr City, Cairo",Posted 2 months ago,190,1 open position,More Than 5 Years,Manager,Bachelor'S Degree,Confidential,Administration,"['Business Administration', 'Communication skills', 'English', 'Customer Support', 'Microsoft Office', 'arabic', 'Customer Care', 'Communication', 'Management', 'Customer Service', 'Administration']"
Online English Instructor - Evening -Charters,Part Time,Remote,Berlitz Egypt,"Maadi, Cairo",Posted 20 days ago,56,10 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Education/Teaching,"['English Language', 'Languages', 'Linguistics', 'Translation', 'Training', 'Teaching', 'Education', 'Communication Skills', 'Computer Skills', 'Microsoft Office', 'Microsoft Excel', 'Instructing']"
Stock Controller,Full Time,On-site,E&Power,"Giza, Egypt",Posted 12 days ago,54,10 open positions,1 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['inventory', 'Inventory Management', 'Stock controller']"
Senior CRM Engineer,Full Time,On-site,IGI-Group,"Sheikh Zayed, Giza",Posted 20 days ago,Be the First to Apply,,7 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Real Estate', 'AutoCAD', 'Engineering', 'CRM', 'Design']"
Safety Engineer,Full Time,On-site,شركة الكبريش للاستثمار والمقاولات,"Abha, Saudi Arabia",Posted 2 months ago,167,1 open position,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Safety', 'Engineering', 'HSE', 'Nebosh', 'OSHA', 'quality', 'Safety Engineer', 'Water']"
Office Administrator,Full Time,On-site,Brand Connection,"New Cairo, Cairo",Posted 4 days ago,96,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Business Administration', 'Coordinator', 'Operations', 'Operations coordinator', 'Project', 'Project Management']"
Shipping Coordinator,Full Time,On-site,Cleopatra Stones,"Maadi, Cairo",Posted 3 days ago,26,3 open positions,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Administration,"['Communication skills', 'french', 'Export', 'Logistics', 'Supply Chain', 'Shipping', 'Import / Export']"
Legal Affairs Specialist,Full Time,On-site,Egyptian Starch and Glucose Manufacturing Company,"Musturad, Qalubia",Posted 4 days ago,51,1 open position,2 To 4 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Legal,"['Administration', 'Legal Affairs', 'Investigations', 'Legal compliance', 'Legal Drafting', 'Legal Documents', 'Contract Management']"
Accountant,Full Time,On-site,Real Nutrition,"Nasr City, Cairo",Posted 2 days ago,307,3 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'excel', 'Financial Analysis', 'Accounting Software', 'CMA', 'CPA', 'Finance', 'Financial Management', 'GAAP', 'General Ledger', 'MS', 'MS Excel']"
Flutter Developer,Full Time,On-site,Carina Wear,"New Cairo, Cairo",Posted 13 days ago,287,1 open position,2 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development,"['flutter', 'Git', 'Information Technology (IT)', 'iOS', 'Software Development', 'Engineering', 'Android', 'UI/UX', 'JavaScript', 'App store', 'Play Store', 'proggraming']"
Merchandiser,Full Time,Hybrid,M5ZOON,"New Cairo, Cairo",Posted 2 months ago,49,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,6000 To 10000 EGP Per Month,Marketing/PR/Advertising,"['Commerce', 'Communication', 'Logistics', 'Negotiation', 'Procurement', 'Purchasing', 'Suppliers', 'SAP', 'Supply', 'Supply Chain', 'Administration', 'Business Administration', 'Creative', 'Merchandising', 'Marketing', 'sales skills', 'campaigns', 'Retail', 'Sales']"
Architect Site Engineer,Full Time,On-site,Style Home Development,"New Cairo, Cairo",Posted 26 days ago,20,1 open position,2 To 4 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', '3d max', 'photoshop', 'Site reliability', 'Engineering', 'Architecture']"
Sales Analyst,Full Time,On-site,Alarabia Group,"10th of Ramadan City, Sharqia",Posted 1 month ago,63,1 open position,4 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['excel', 'business', 'Power BI', 'Sales Analysis', 'MS Office', 'Computer Skills', 'Communication skills', 'Sales Forecasting', 'Sales', 'Marketing', 'Data Analysis', 'Analysis', 'sales skills']"
Secretary,Full Time,On-site,tawseel,"New Cairo, Cairo",Posted 1 month ago,18,1 open position,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,4000 To 8000 EGP Per Month,Customer Service/Support,"['Customer Service', 'secretarial', 'Secretary', 'Communication skills', 'Time Management', 'Office management', 'Microsoft Office', 'Administration']"
Junior Accountant,Full Time,On-site,TRAVCO GROUP,"Sheikh Zayed, Giza",Posted 4 days ago,149,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Accounting/Finance,"['Accounting', 'Accounts Payable', 'Accounts Receivable', 'Cost Control', 'Financial Analysis', 'Microsoft Office']"
Real Estate Agent,Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 2 months ago,14,100 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commission",Customer Service/Support,"['Sales', 'Real Estate', 'sales skills', 'Sales Target']"
Indirect Purchasing Specialist / Engineer,Full Time,On-site,Eagle Chemicals,"6th of October, Giza",Posted 16 days ago,31,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,"Confidential, Medical, Life Insurance, Quarter Bonus, Pension Plan, Transportation, Etc.",Installation/Maintenance/Repair,"['Engineering', 'English', 'Mechanical', 'Mechanical Engineering', 'Purchasing', 'Procurement', 'Logistics', 'Management', 'Microsoft Office', 'Spare Parts', 'Supply Chain']"
Regional Trade Marketing Manager- Costal,Full Time,On-site,QARA,"Agami, Alexandria",Posted 1 month ago,26,1 open position,5 To 8 Years,Manager,Not Specified,Confidential,Business Development,"['Marketing', 'Market Research', 'Microsoft Office', 'Sales', 'sales skills', 'Trade marketing', 'Trade']"
Sales Representative,Internship,On-site,Sphere Smart Solutions,"Maadi, Cairo",Posted 25 days ago,Be the First to Apply,,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,"2000 To 3000 EGP Per Month, Bonus On Leads Generated Plus Commission Based On Deal Closed.",Customer Service/Support,"['business', 'Negotiation', 'sales skills', 'Sales']"
Safety Supervisor,Full Time,On-site,Roots Group,"10th of Ramadan City, Sharqia",Posted 2 months ago,22,2 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['Agriculture', 'Firefighting', 'Health', 'HSE', 'IOSH', 'OSHA', 'Safety']"
Assistant to the President,Full Time,On-site,Emeco Travel,"Downtown, Cairo",Posted 13 days ago,127,1 open position,4 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['Secretary', 'Travel', 'Office management', 'assistant', 'Administration', 'Microsoft Office']"
General Accountant,Full Time,On-site,KTS International,"Cairo, Egypt",Posted 1 month ago,89,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,9000 To 12000 EGP Per Month,Accounting/Finance,"['Accounting', 'CMA', 'CPA', 'English', 'excel', 'Finance', 'Financial Analysis', 'Financial Management', 'General Ledger', 'Ledger', 'MS', 'MS Excel']"
Graphic Designer Specialist,Full Time,Hybrid,DEVOPSOLUTION,"Nasr City, Cairo",Posted 1 month ago,59,1 open position,2 To 4 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['Adobe Photoshop', 'Creative', 'Adobe illustrator', 'Graphic Design', 'media', 'Social Media', 'Web Design']"
Full time Senior VB6 Developer,Full Time,On-site,Sinmar Soft,"Nozha, Cairo",Posted 24 days ago,5,2 open positions,More Than 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['VB6', 'Visual Basic 6']"
3D Exhibit Designer,Full Time,On-site,Frame Advertising,"Dokki, Giza",Posted 9 days ago,13,1 open position,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical Insurance, End Of Year Bonus",Creative/Design/Art,"['3D', '3D Modeling', 'Adobe Photoshop', 'AutoCAD', 'Creative', 'Design', 'Production', 'Architecture', 'Construction']"
Operations Excellence Coordinator,Full Time,On-site,Misr International Hospital,"Dokki, Giza",Posted 11 days ago,61,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Social / Medical Insurance",Administration,"['traning', 'Academic Research']"
DO FlowOne NEI developer,Full Time,On-site,Mag Engineering Works,"Cairo, Egypt",Posted 2 months ago,9,1 open position,1 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Open For Negotiation",IT/Software Development,"['Java', 'Oracle', 'Unix', 'SQL', 'kafka', 'SOAP UI', 'Jenkins', 'GitLab CI', 'FlowOne']"
Contracts Team Leader Engineer (Al Alamien City),Full Time,On-site,Assess Talent Management,"Alexandria, Egypt",Posted 30 days ago,19,3 open positions,7 To 14 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Engineering', 'engineer']"
Technical Sales Section Head / Manager (Cairo),Full Time,On-site,ATEC,"Maadi, Cairo",Posted 18 days ago,18,1 open position,7 To 10 Years,Manager,Not Specified,"Confidential, Sales Commission Annual Incentive. SIM + Mobile Bundle Transportation Allowance",Engineering - Mechanical/Electrical,"['Engineering', 'Sales', 'Marketing', 'MS Office', 'Odoo', 'Data Analysis', 'Negotiation', 'Presentations', 'Communication', 'Teamwork', 'Power BI']"
Senior Logistics Specialist,Full Time,On-site,EGYTRAFO,"Badr City, Cairo",Posted 1 month ago,97,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Custom Clearance', 'Customs', 'International Trade', 'Documentation', 'Shipments', 'Shipping', 'Supply Chain', 'Logistics', 'clearance', 'Purchasing', 'Microsoft Office']"
Senior ERP System Expert,Full Time,On-site,Transmar International,"New Cairo, Cairo",Posted 27 days ago,33,1 open position,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['ERP', 'ERP System', 'Implementation', 'Information Systems', 'Information Technology (IT)', 'Oracle', 'SQL', 'Networks', 'Computer Science', 'Engineering']"
Full Stack Developer,Full Time,On-site,Cherwell Associates,"Zamalek, Cairo",Posted 9 days ago,86,1 open position,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"800 To 1200 EUR Per Month, Excellent Benefits Like Private Health Insurance & Tech You'Ll Love",IT/Software Development,"['Full Stack', 'JavaScript', 'HTML', 'React', 'Software Development', 'MySQL', 'Angular', 'Computer Science', 'CSS', 'Information Technology (IT)', 'Java', 'jQuery']"
Structural Design Engineer,Full Time,On-site,Asass Engineering,"Alexandria, Egypt",Posted 12 days ago,11,1 open position,3 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['ASD', 'Revit', 'Shop Drawings', 'AutoCAD', 'Navisworks', 'Communication', 'Communication skills', 'Computer Science', 'Drawings', 'Design', 'Engineering', 'Information Technology (IT)', 'quality', 'Skills', 'structural']"
Electrical Engineer,Full Time,On-site,Halwani Bros,"10th of Ramadan City, Cairo",Posted 11 days ago,46,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Electrical Engineering', 'Engineering']"
Technical Office Engineer (Steel Structure specialist),Full Time,On-site,Serious construction,"Nasr City, Cairo",Posted 2 months ago,44,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, - Overtime - Incentive",Engineering - Construction/Civil/Architecture,"['Civil', 'Engineering', 'Primavera', 'Technical Office', 'technical', 'AutoCAD', 'Microsoft Office']"
Senior Talent Management Specialist,Full Time,On-site,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek, Cairo",Posted 1 month ago,107,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Human Resources,"['Human Resources (HR)', 'Organization Development', 'Performance Management', 'Organizational Development', 'Human Resources', 'Analytical Skills', 'Communication']"
