Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Energy Auditor,Full Time,On-site,Johnson Controls,"Nasr City, Cairo",Posted 2 months ago,21,1 open position,1 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['HVAC Systems', 'HVAC Control System', 'Mechanical Engineering', 'Energy Engineering', 'Energy', 'BMS', 'Microsoft Office', 'MS Office', 'Microsoft Excel', 'Energy Management', 'MEP', 'MEP Design', 'MEP Engineering', 'MEP Systems']"
Supply Chain Specialist,Full Time,On-site,Cellopack for Packaging Industries,"6th of October, Giza",Posted 2 months ago,185,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Social Insurance • Medical Insurance • Transportation • Bonus • Training",Logistics/Supply Chain,"['chain', 'Logistics', 'Procurement', 'Purchasing', 'Supply Chain', 'Supply chain specialist', 'Supply']"
Business Coordinator,Full Time,On-site,Ghamry for Hygienic Constructions,"New Cairo, Cairo",Posted 6 days ago,10,3 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Males Preferred,Administration,"['Administration', 'Business Administration', 'English', 'Social Media', 'Customer Relations', 'Communication', 'Microsoft Office', 'MS Office', 'Customer', 'office', 'powerpoint', 'Sales', 'Skills', 'Writing', 'business']"
Website Development / AI Developer,Full Time,Remote,Avetti Commerce FZCO,"Heliopolis, Cairo",Posted 4 days ago,26,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"10000 To 15000 EGP Per Month, Hours Will Be From 11am To 8pm With 1 Hour For Break To Better Overlap With Our Canadian Teams",IT/Software Development,"['ecommerce', 'Programming Language', 'it', 'Web Development', 'Web', 'Information Technology (IT)', 'AI', 'CMS', 'WordPress CMS', 'Computer Science', 'Development', 'JavaScript', 'Python', 'Software Development', 'Software Engineering', 'HTML']"
District Manager (Delta),Full Time,On-site,Semak,"Sharqia, Egypt",Posted 25 days ago,14,1 open position,2 To 3 Years,Manager,Bachelor'S Degree,"Confidential, Competitive Salary With Medical And Social Insurance Benefits.",Sales/Retail,"['District Manager', 'Sales', 'Management', 'Communication', 'Sales Target', 'Dermatology', 'Pediatrics', 'Sales Field', 'Pharmaceutical', 'cosmetology', 'Leadership Management', 'Sales Planning']"
Director OF Sales,Full Time,On-site,,"New Cairo, Cairo",Posted 2 months ago,58,1 open position,6 To 10 Years,Manager,Bachelor'S Degree,Confidential,Sales/Retail,"['CRM', 'Management', 'Real Estate', 'Sales Target']"
Marketing Account Manager,Full Time,On-site,GROOVY Medical Spa,"Heliopolis, Cairo",Posted 1 month ago,33,5 open positions,1 To 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Account Management', 'account manager', 'business', 'Business Administration', 'Communication', 'Customer Service', 'Management', 'CRM', 'sales skills', 'Sales', 'Sales Target', 'Software']"
Project Control Engineer,Full Time,On-site,Orouba Misr,"Smouha, Alexandria",Posted 18 days ago,27,1 open position,5 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Engineering', 'Management', 'Leadership', 'MS Office', 'Quality Control', 'Project Management', 'Project', 'Design']"
CNC Engineer,Full Time,On-site,EGIC,"Beni Suef, Beni Suef",Posted 4 days ago,5,4 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Manufacturing/Production,"['Communication skills', 'Mechanical Engineering', 'Production', 'CNC Machines', 'CNC', 'Programming', 'Mechanical', 'Engineering']"
Senior Purchasing Executive,Full Time,On-site,Bouri Group,"New Cairo, Cairo",Posted 21 days ago,79,1 open position,3 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['Ax', 'Communication', 'Home appliances', 'Purchasing']"
Laboratory Section Head,Full Time,On-site,Al-Amal Al-sharif For Plastic,"10th of Ramadan City, Cairo",Posted 1 month ago,15,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Operations/Management,"['ISO/IEC17025:2017', 'ASTM Standards', 'Good Laboratory Practice (GLP)', 'PFMEA', 'Polypropylene Water Pipes', 'Polymer', 'Quality Management System']"
Developer - Java Spring Boot,Full Time,On-site,Allianz,"New Cairo, Cairo",Posted 2 months ago,132,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Java Spring Boot', 'Java', 'Software Development', 'IT', 'Software Engineering', 'Information Technology (IT)', 'Computer Science']"
Business Developer/ Consulting,Full Time,Hybrid,Fit for Life,"Mohandessin, Giza",Posted 2 months ago,25,1 open position,4 To 7 Years,Experienced (Non-Manager),Not Specified,"12000 To 15000 EGP Per Month, Performance-Based Bonus Plus Incentive Scheme, 5% Of Gross Profit From Every Consulting/ Training Project/ Contract Secured",Business Development,"['Business Development', 'Analysis', 'Communication', 'Management', 'Sales Target', 'sales skills', 'Sales', 'Marketing', 'Networking']"
Mechanical Design Engineer,Full Time,On-site,Vital Konzept,"Maadi, Cairo",Posted 28 days ago,287,2 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Design', 'Engineering', 'Healthcare', 'Mechanical', 'Revit', 'Mechanical Engineering', 'Plumbing', 'Fire Fighting', 'HVAC', 'BIM', 'CAD', 'Communication', 'Electromechanical', 'Information Technology (IT)', 'Management', 'Skills']"
Software Sales Specialist,Full Time,Remote,Story Spire,"Maadi, Cairo",Posted 1 month ago,15,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['sales skills', 'Software Sales', 'Sales Target', 'Communication skills', 'Software', 'Sales', 'Negotiation', 'Customer Service']"
Customer Service Agent,Full Time,Customer Service,Al Falak,"Riyadh, Saudi Arabia",Posted 3 days ago,5,1 open position,Not Specified,Not Specified,College Diploma,Confidential,Customer Service/Support,"['Customer Service', 'Customer Support', 'Customer Care', 'Call Center', 'Communication Skills', 'Microsoft Office', 'English', 'Sales', 'Computer Skills', 'Contact Center', 'Sales Skills', 'Telecommunication', 'Communication', 'Offshore', 'Microsoft Excel', 'Sales Target', 'Real Estate', '', '', '']"
Furniture Technical office engineer,Full Time,On-site,Amr Helmy Designs,"Maadi, Cairo",Posted 4 days ago,10,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,R&D/Science,"['Interior Design', 'Interior', 'Design', 'Engineering', 'AutoCAD', '3D Max', 'Technical Office', 'technical', '3D', 'Technical Office Engineering', 'Furniture Technical Office Engineer.', 'technical office engineer', 'Furniture']"
Customer Service Agent,Internship,On-site,EL KHETA,"San Stefano, Alexandria",Posted 2 months ago,193,10 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Paid,Customer Service/Support,"['CS', 'Customer Service', 'Customer Support', 'Fresh grads', 'Communication skills', 'internship']"
Marketing communications supervisor,Full Time,On-site,MATGR For Engineering And Trading,"New Cairo, Cairo",Posted 1 month ago,27,1 open position,7 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Mass Communication', 'Communication skills', 'Marketing', 'Marketing Campaigns', 'Communication', 'Online Marketing', 'Social Media', 'Creative']"
Financial and Administrative Manager.,Full Time,On-site,,"Heliopolis, Cairo",Posted 1 month ago,309,1 open position,10 To 20 Years,Manager,Bachelor'S Degree,"Confidential, Attractive Remuneration And An Extensive Benefits Program.",Accounting/Finance,"['Accounting', 'Administration', 'Communication', 'CFA', 'CPA', 'Finance', 'Financial', 'Office management']"
Marketing Specialist,Full Time,On-site,HSE Contractors for CPM Scheduling Consultants,"Dokki, Giza",Posted 25 days ago,8,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"8000 To 15000 EGP Per Month, Commission With USD",Marketing/PR/Advertising,"['email marketing', 'E-Marketing', 'Social Media', 'marketing specialist', 'Marketing', 'Engineering Services', 'English']"
MEP Engineer,Full Time,On-site,ContrackFM,"Bourj Alarab, Alexandria",Posted 2 months ago,41,4 open positions,4 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Electrical Engineering', 'Mechanical Engineering', 'Engineering', 'MEP', 'Firefighting', 'HVAC', 'Maintenance', 'Plumbing', 'Management', 'Facility Management', 'Electrical', 'Mechanical']"
Senior Architectural Technical Office Engineer,Full Time,On-site,Aswaq,"Shorouk City, Cairo",Posted 27 days ago,29,1 open position,5 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Architect', 'AutoCAD', 'Engineering', 'Technical Office', 'technical office engineer']"
Electrical Engineer,Full Time,On-site,,"New Cairo, Cairo",Posted 2 days ago,8,1 open position,3 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Mechanical Engineering', 'Technical Office', 'Lighting', 'Engineering', 'Electrical Engineering', 'Electrical']"
Tender & Procurement Electrical Engineer,Full Time,Hybrid,Experts,"Heliopolis, Cairo",Posted 11 days ago,21,1 open position,4 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Incentive , Privet Medical Insurance",Engineering - Construction/Civil/Architecture,"['Electrical Engineering', 'Tendering', 'precurment', 'Design', 'drawing, BOQ', 'Technical Office Engineering', 'Infrastructure Engineering', 'Communication skills', 'Engineering', 'Procurement', 'tender']"
Graphic Designer & Video Editor,Full Time,On-site,,"Heliopolis, Cairo",Posted 3 days ago,32,1 open position,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"10000 To 15000 EGP Per Month, Social Insurance Medical Insurance Profit Share Bonus",Creative/Design/Art,"['Adobe Photoshop', 'Design', 'Graphic', 'Graphic Design', 'illustrator', 'photoshop', 'Video Editing', 'Arts', 'dreamweaver', 'Fine Arts', 'indesign', 'Software']"
Key Account Sales Manager,Full Time,On-site,National Glass,"Mohandessin, Giza",Posted 2 months ago,62,1 open position,5 To 7 Years,Manager,Bachelor'S Degree,Confidential,Sales/Retail,"['English', 'Experience', 'Glass', 'sales skills', 'Sales Target', 'Customer Service', 'Export', 'pc', 'Sales', 'Skills']"
Mechanical Technical Office Engineer.,Full Time,On-site,United Engineering company,"Giza, Egypt",Posted 1 month ago,44,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['AutoCAD', 'Communication', 'CAD', 'Mechanical Engineering', 'Mechanical', 'Technical Office', 'Technical Office Engineering', 'technical', 'Engineering', 'Microsoft Office']"
Sales Representative,Full Time,On-site,H&A,"Shubra Alkhaymah, Qalubia",Posted 6 days ago,Be the First to Apply,,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions",Sales/Retail,"['Electrical', 'Sales', 'Customer Service', 'Experience', 'sales skills', 'Sales Target', 'Sales Field', 'Indoor Sales', 'Outdoor Sales']"
Co English Teacher,Full Time,On-site,Royal Kings Schools,"Salam City, Cairo",Posted 29 days ago,36,2 open positions,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Education/Teaching,"['Communication', 'English', 'Education', 'english language', 'English Literature', 'English Teaching', 'language', 'Literature', 'Teaching', 'National Curriculum']"
Personnel & Payroll Supervisor,Full Time,On-site,ECC Group,"Nasr City, Cairo",Posted 19 days ago,92,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Administration,"['Business Administration', 'Communication', 'Human Resources', 'Labor Law', 'Management', 'Payroll', 'Personnel', 'HRIS']"
Senior HR Generalist,Full Time,On-site,National Paints,"Obour City, Cairo",Posted 2 months ago,167,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Human Resources,"['HR', 'Human Resources (HR)', 'Recruitment', 'Personnel', 'Payroll', 'Microsoft Office', 'OD', 'HR Specialist', 'HR Generalist', 'Labor Law', 'English']"
Plumbing Designer,Full Time,On-site,alfanar,"Cairo, Egypt",Posted 1 month ago,Be the First to Apply,,5 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Design', 'BIM', 'AutoCAD', 'Plumbing Design', 'Revit', 'Revit MEP', 'MEP', 'Plumbing']"
Senior Financial Planning & Analysis,Full Time,On-site,,"Mohandessin, Giza",Posted 19 days ago,74,1 open position,5 To 7 Years,Manager,Bachelor'S Degree,"Confidential, Competitive Salary, Commensurate With Experience, Individual Private Medical Insurance, Two Days Off.",Accounting/Finance,"['Finance', 'Financial', 'Financial Analysis', 'Financial Management', 'Analysis', 'Accounting', 'Communication skills', 'Microsoft Excel', 'SAP', 'ERP', 'CPA', 'excel']"
Property Consultant,Full Time,On-site,Talaat Moustafa Group,"Madinaty, Cairo",Posted 26 days ago,27,10 open positions,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Real Estate Sales', 'Real Estate', 'Sales', 'Sales Target', 'Sales Field', 'Sales Skills', 'Property Sales', 'English']"
E Commerce Commercial Specialist,Full Time,On-site,Mazaya,"New Cairo, Cairo",Posted 2 months ago,89,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['Commercial', 'Commerce', 'E-Commerce', 'E-Marketing', 'E.commerce', 'Marketing', 'Social Media', 'Ecommerce']"
Secretary,Full Time,On-site,MasterPET,"10th of Ramadan City, Sharqia",Posted 2 months ago,56,1 open position,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Microsoft Office', 'Office management', 'Secretary', 'Administrative Affairs', 'Business Administration']"
Sales Advisor,Full Time,On-site,Global conveyor technology,"Maadi, Cairo",Posted 2 months ago,Be the First to Apply,,2 To 4 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['Communication', 'Customer Service', 'Sales', 'Sales advisor', 'Sales Target', 'sales skills']"
Export Sales Specialist,Full Time,On-site,packtec,"6th of October, Giza",Posted 6 days ago,6,1 open position,2 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commission",Customer Service/Support,"['Export', 'Export Sales', 'Sales', 'sales skills', 'Sales Specialist', 'Sales Target', 'Negotiation']"
Network Presales Engineer,Full Time,On-site,JRM for Communications,"Nasr City, Cairo",Posted 6 days ago,10,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commissions",IT/Software Development,"['Engineering', 'Presales Engineering', 'Sales', 'Information Technology (IT)', 'CCNA']"
Site Engineer (Civil or Architectural),Full Time,On-site,Solik Real Estate Investment,"Nasr City, Cairo",Posted 2 months ago,883,2 open positions,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['Civil', 'Civil Engineering', 'Construction', 'Engineering', 'Supervision', 'Finishing Works', 'Site Engineering']"
Senior Motion Graphic,Full Time,On-site,,"Sheraton, Cairo",Posted 2 months ago,22,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,"Confidential, Social Insurance Medical Insurance Bonus 21 Annual Days Yearly Increasing",Creative/Design/Art,"['Adobe illustrator', 'Adobe Photoshop', 'Graphic', 'Graphic Design', 'Motion', 'motion graphic', 'senior', 'Design', 'illustrator', 'photoshop', 'After Effects', 'Applied Arts', 'Fine Arts', 'adobe']"
Microbiologist,Full Time,On-site,FRIDAL,"6th of October, Giza",Posted 20 days ago,90,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,R&D/Science,"['HACCP', 'Food Safety', 'Food', 'QA', 'QC', 'Quality Control', 'Quality Assurance', 'Quality', 'Science', 'Microbiology']"
Head OF Marketing,Full Time,On-site,,"6th of October, Giza",Posted 13 days ago,26,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Competitive Salary, Commensurate With Experience, Individual Private Medical Insurance, Two Days Off.",Marketing/PR/Advertising,"['Marketing', 'business', 'Business Administration', 'Digital Marketing', 'Market Research']"
Pre-Sales Structured Cabling Specialist,Full Time,On-site,AL SALMANYA,"Cairo, Egypt",Posted 5 days ago,7,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['cabling', 'Pre-Sales', 'Engineering', 'Information Technology (IT)', 'network', 'Communication']"
Talent Acquisition Specialist,Full Time,On-site,Sun Pyramids Tours,"Haram, Giza",Posted 13 days ago,12,1 open position,2 To 3 Years,Experienced (Non-Manager),Not Specified,"Confidential, Quarter KPIs",Tourism/Travel,"['Communication', 'Human Resources', 'English', 'Talent acquisition', 'Interviewing', 'Microsoft Office', 'Screening', 'Sourcing', 'Recruitment']"
Medical Representative - Kafr Elsheikh,Full Time,On-site,El Nahar for Medical Solutions,"Kafr Alsheikh, Egypt",Posted 1 month ago,5,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Incentive",Medical/Healthcare,"['Sales', 'Retail', 'Sales Skills', 'Sales Target', 'Medical', 'Pharmacy', 'Science', 'Communication Skills', 'Computer Skills', 'Commerce']"
Maintenance Heavy Equipment Engineer,Full Time,On-site,Cemex-Assiut,"Assuit, Assiut",Posted 26 days ago,16,2 open positions,2 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Engineering Services', 'Heavy Equipment', 'Maintenance', 'Mechanical Engineering', 'Communication', 'Communication skills', 'computer']"
Senior Medical Representative,Full Time,On-site,Infinity Clinic Pharma,"Mansoura, Dakahlia",Posted 1 month ago,6,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Medical/Healthcare,"['Medical representative', 'Medical', 'Sales', 'sales skills', 'Representative', 'Pharmacy', 'Commercial Sales', 'commercial excellence', 'Medical Sales', 'Pharma', 'Pharmaceutical', 'science', 'Veterinary']"
Sales Representative,Full Time,On-site,Hijab Boutique,"New Cairo, Cairo",Posted 1 month ago,8,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Fashion,"['Sales', 'Fashion', 'clothes', 'sales skills', 'Sales representative']"
Safety Inspector,Full Time,On-site,Roots Group,"10th of Ramadan City, Sharqia",Posted 16 days ago,37,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Quality,"['Health and Safety', 'quality', 'Safety', 'HSE officer']"
Junior Planning Engineer: (Fluent English Speaker),Full Time,On-site,HSE Contractors for CPM Scheduling Consultants,"Dokki, Giza",Posted 15 days ago,62,2 open positions,2 To 4 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"20000 To 35000 EGP Per Month, With Monthly Bonuses Up To 15k",Engineering - Construction/Civil/Architecture,"['P6', 'Planning', 'Primavera P6', 'Engineering', 'English', 'Microsoft Project', 'Primavera', 'Claims Management', 'Construction Engineering', 'Communication']"
Key Account Manager,Full Time,On-site,Intaj Alamal,"Maadi, Cairo",Posted 6 days ago,71,5 open positions,1 To 5 Years,Experienced (Non-Manager),Not Specified,7000 To 20000 EGP Per Month,Customer Service/Support,"['account manager', 'Customer Service', 'key account manager', 'Sales', 'sales skills']"
Planning Lead,Full Time,On-site,Wadi Group,"Giza, Egypt",Posted 1 month ago,56,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['Business Development', 'Lead Generation', 'Strategic Planning', 'Operations Management', 'Demand Planning']"
Export Specialist,Full Time,On-site,Olio Food,"Obour City, Cairo",Posted 24 days ago,41,1 open position,3 To 6 Years,Experienced (Non-Manager),Not Specified,"Confidential, Commission - Medical Insurance - Social Insurance - Transportation",Logistics/Supply Chain,"['Export', 'International Trade', 'Supply Chain', 'Logistics']"
Senior Quality Control Engineer,Full Time,On-site,IGI-Group,"Sheikh Zayed, Giza",Posted 27 days ago,74,1 open position,5 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Industrial', 'Engineering', 'Industrial Engineering', 'Management', 'Mechanical Engineering', 'Quality Assurance', 'quality', 'QMS', 'Quality Control', 'Quality engineer', 'Quality Management', 'Testing']"
Junior Project Manager for eCommerce projects/Jordan,Full Time,Remote,scandiweb,"Amman, Jordan",Posted 1 month ago,178,1 open position,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,"500 To 700 USD Per Month, The Salary Range Is Mentioned In NET Value",IT/Software Development,"['Project Management', 'agile', 'magento', 'scrum', 'eCommerce', 'web development']"
Technical Architect Coordinator,Full Time,On-site,EHAF Consulting Engineers,"Mohandessin, Giza",Posted 26 days ago,21,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Architecture', 'Coordination', 'Design', 'Revit', 'Engineering', 'technical']"
Sr. civil Tender Engineer,Full Time,On-site,Brilliant Engineering,"Giza, Egypt",Posted 26 days ago,23,1 open position,4 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Civil Engineering', 'tender']"
Mechanical Design Engineer,Full Time,On-site,3Brothers,"10th of Ramadan City, Cairo",Posted 1 month ago,73,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['CAD', 'Communication', 'Communication skills', 'Design', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'Microsoft Office', 'Low Voltage', 'SolidWorks', 'Manufacturing']"
Graphic Designer,Full Time,On-site,Frame Advertising,"Dokki, Giza",Posted 9 days ago,42,2 open positions,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Graphic Designer', 'Graphic Design', 'Adobe Photoshop', 'Adobe Illustrator']"
Backend Engineer,Full Time,Remote,Devency,"New Nozha, Cairo",Posted 27 days ago,69,1 open position,3 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Software Development', 'Engineering', 'Typescript', 'Node.js', 'NoSQL', 'SQL', 'Software Engineering', 'backend', 'Information Technology (IT)', 'MongoDB', 'MySQL', 'Agile']"
Quality Specialist ( Hospitals Experience ),Full Time,On-site,Saudi German Hospital,"New Nozha, Cairo",Posted 25 days ago,246,1 open position,3 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Medical/Healthcare,"['CPHQ', 'Healthcare', 'Management', 'Pharmacy', 'MEDICINE', 'Quality Assurance', 'quality', 'Quality Control', 'Skills', 'TQM', 'Data Analysis', 'Analysis']"
Account Manager,Full Time,On-site,Wony Group,"Nasr City, Cairo",Posted 2 months ago,33,1 open position,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['account manager', 'Sales', 'Ecommerce', 'Administration', 'Communication', 'sales skills', 'Management', 'Customer Service']"
Executive Assistant,Full Time,Remote,Crescent Retreats,"Fargo, United States",Posted 2 months ago,169,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,"700 To 700 USD Per Month, Paid Time Off Benefits",Administration,"['Executive Assistant', 'personal assistant', 'Management', 'Executive', 'Assistant', 'Office management', 'Secretary', 'Time Management', 'Administration', 'Microsoft Office']"
Senior Quality Engineer,Full Time,On-site,Erada,"Maadi, Cairo",Posted 21 days ago,27,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Quality,"['Engineering', 'Software', 'fintech', 'Financial Services', 'Computer Science', 'Software Testing', 'Software Development']"
Travel Consultant,Full Time,On-site,Danat Travels,"Nasr City, Cairo",Posted 4 days ago,33,10 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"12000 To 15000 EGP Per Month, Commission, Social Insurance, Medical Insurance",Customer Service/Support,"['business', 'Customer Service', 'Customer Support', 'English', 'gds', 'gds systems', 'Hospitality', 'reservations', 'sales skills', 'Sales', 'Tourism', 'Travel', 'Travel Sales', 'Travel Arrangements', 'Travel Planning', 'Travel Coordination', 'Travel Management']"
Vodafone UK and Ireland account Customer Service Representative Cairo,Full Time,Hybrid,VOIS Egypt,"Cairo, Egypt",Posted 25 days ago,15,999 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Device And Headset Will Be Provided.",Customer Service/Support,"['Call Center', 'Customer Service', 'Customer Support', 'Customer Care', 'English', 'C1', 'VOIS', 'Vodafone UK', 'Fresh grad', 'Cairo', 'Alex', 'Telecommunication', 'Hybrid', 'International Account advisor', 'Fluent English']"
Expert Engagement Lead,Full Time,On-site,Sprints.ai,"Maadi, Cairo",Posted 2 months ago,9,1 open position,5 To 7 Years,Manager,Not Specified,Confidential,Business Development,"['Business Development', 'Customer Care', 'Customer Service', 'Customer Support', 'Sales']"
Senior Frontend Developer,Full Time,Hybrid,,"Cairo, Egypt",Posted 6 days ago,26,1 open position,3 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['React', 'CSS3', 'HTML5', 'JavaScript']"
Technical Fashion Designer,Full Time,On-site,Carina Wear,"New Cairo, Cairo",Posted 17 days ago,51,1 open position,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Creative/Design/Art,"['AutoCAD', 'Design', 'Applied Arts', 'Photoshop', 'Quality', 'Arts', 'Retail Business', 'Fashion Design', 'CAD', 'Fashion', 'Technical Design', 'Adobe illustrator', 'technical', 'Pattern Making', 'Technical Sketches', 'Fabric Selection', 'Fit Analysis', 'Quality Control', 'Product Development', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Senior Lawyer - Litigation & Contracts,Full Time,On-site,,"Heliopolis, Cairo",Posted 5 days ago,115,1 open position,4 To 9 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Social Insurance + Medical Insurance + Life Insurance",Legal,"['Law', 'Legal Affairs', 'Real Estate', 'Microsoft Office', 'Legal', 'English']"
UI/UX Designer (Desktop & Web Applications),Full Time,On-site,Copad Pharma,"Cairo, Egypt",Posted 1 month ago,162,1 open position,More Than 3 Years,Experienced (Non-Manager),Not Specified,"Confidential, Bonuses Apply",Creative/Design/Art,"['UI/UX', 'CSS', 'Design', 'HTML', 'UI', 'UX', 'ux design']"
Office Manager,Full Time,On-site,,"Sheikh Zayed, Giza",Posted 17 days ago,96,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'Office management', 'Microsoft Office', 'Secretary', 'Assistant', 'personal assistant', 'Communication']"
Homeroom Teacher,Full Time,On-site,Nermine ismail School,"Giza, Egypt",Posted 5 days ago,9,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Education/Teaching,"['Homeroom', 'Homeroom Teacher', 'Teacher', 'Teaching', 'Communication skills', 'Education', 'English', 'Computer Skills']"
Social Media Specialist,Full Time,Hybrid,Al Asdekaa Group for Dairies Production and Trading,"New Cairo, Cairo",Posted 2 months ago,69,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarter Bonus",Media/Journalism/Publishing,"['social', 'media']"
Purchasing Specialist,Full Time,On-site,"ELVAN Knitting, Dyeing and finishing S.A.E","Bourj Alarab, Alexandria",Posted 4 days ago,19,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Logistics/Supply Chain,"['Administration', 'reports', 'Purchasing', 'Procurement', 'Supply Chain', 'Vendors', 'Sourcing', 'Logistics']"
